"","id","national_sss","condition","procedure","manipulation_check","Q153_1","Q153_2","Q153_3","Q153_4","Q153_5","Q153_6","Q153_7","Q145_1","Q145_2","Q145_3","Q145_4","Q145_5","Q145_6","Q145_7","Q146_1","Q146_2","Q146_3","Q146_4","Q146_5","Q146_6","Q67_1","Q67_2","Q67_3","Q67_4","Q67_5","Q67_6","Q123_1","Q123_2","Q123_3","Q123_4","Q174","Q175","Q176","Q177","Q96","Q98","Q100","Q102","Q124_1","Q124_2","Q124_3","Q124_4","Q124_5","Q124_6","Q124_7","Q124_8","Q124_9","Q124_11","Q124_12","Q124_13","Q124_14","Q124_15","Q124_17","Q124_18","Q142","Q102_1","Q102_2","Q102_3","Q102_4","Q102_5","Q102_6","Q102_7","Q103_1","Q103_2","Q103_3","Q103_4","Q103_5","Q103_6","Q103_7","Q128","Q130","Q132","Q134","positive_emotion","negative_emotion","CH1_reverse","CH2_reverse","CH3_reverse","FH1_reverse","FH2_reverse","current_health","future_health","happiness1_reverse","happiness2_reverse","happiness_wake","happiness_general","exercise_intent","EC2_reverse","EC4_reverse","EC5_reverse","PT1_reverse","PT4_reverse","empathetic_concern","perspective_taking"
"43","22249",4,"high_sss","If I was at the top of the ladder, I feel like I would feel really successful, and have a good job and be doing well financially. I would wonder where everyone else is on the ladder, and wonder how I got to the top. I would not act any different being on the top of the ladder.",1,1,4,3,1,2,2,3,1,2,4,2,3,1,1,2,4,3,1,1,2,5,1,1,5,5,1,1,5,2,3,7,7,4,4,6,6,4,4,100,100,100,42,43,100,100,100,45,100,100,43,100,100,100,98,1,5,2,5,3,1,3,4,2,2,5,5,3,1,5,2002,"1","51",5,1.9,2.4,5,5,5,5,3,5,3.75,4,4,5.5,5,85.6875,4,3,5,4,1,4.14285714285714,3
"44","22296",7,"high_sss","I would feel accomplished and proud of myself that I have done enough in 5 years that I can see myself in such a positive light in reference to all of Wake Forest. all of",1,4,1,1,3,1,3,1,1,5,5,5,4,5,5,1,1,2,1,3,1,2,5,3,1,2,5,5,2,1,5,6,6,7,1,7,6,7,1,75,50,75,50,75,75,75,75,25,NA,25,50,75,75,25,50,2,4,1,4,1,1,4,4,2,4,4,3,4,4,3,2002,"2","51",4,4,1.3,1,3,1,1,1,1.66666666666667,1.25,7,7,6.5,6.75,58.3333333333333,5,5,5,4,3,4.42857142857143,3.71428571428571
"45","22048",7,"high_sss","Being in a stable job and doing well for myself, I would feel wealthy and secure. I would dress well, have many friends and social opportunities, and spend a good deal of money. I would probably think highly of myself and think down on others at times. Overall, if I had been at the very top of the ladder while at Wake and beyond, I would have felt great about myself but probably also felt less concerned with the needs and welfare of others. I would become somewhat arrogant and conceited, and even discontent as well.",1,2,1,2,3,1,3,1,2,4,4,4,4,3,2,2,2,2,1,1,4,4,4,4,2,2,3,4,2,2,2,6,6,7,1,6,6,7,2,30,20,10,NA,50,30,30,60,50,10,50,40,80,80,NA,50,3,4,1,5,1,1,3,5,3,3,3,4,3,2,4,2001,"2","51",4,3.3,1.5,2,2,3,2,4,2.5,2.5,7,6,6.5,6.25,42.1428571428571,5,5,5,3,2,4.57142857142857,2.85714285714286
"46","22199",7,"high_sss","I feel like I made the right choice of what school to go and what I decided to do with my life. I have no regrets and feel proud of where I have come from and where I am today.",1,2,1,2,1,2,4,1,2,3,4,4,3,2,2,1,2,1,1,1,2,4,5,3,4,3,1,2,3,2,2,3,1,3,5,4,1,3,5,75,82,67,29,87,22,60,51,23,52,22,37,50,80,28,81,2,2,3,3,3,2,4,3,2,3,4,3,4,2,3,2001,"1","51",5,2.7,1.4,1,3,5,4,4,3.33333333333333,3.25,3,3,2.5,2.75,52.875,3,3,4,4,3,3.14285714285714,3.28571428571429
"47","22112",6,"high_sss","I will feel confident",2,4,2,3,3,2,4,2,3,3,3,4,5,3,2,1,2,4,4,3,4,2,3,2,4,4,2,3,2,2,4,5,4,5,3,6,4,5,3,77,87,54,91,100,88,88,100,100,87,58,68,85,100,30,100,2,4,3,4,2,4,4,5,4,2,4,3,4,5,5,2002,"2","11",5,3.5,2.6,3,4,4,3,2,3.5,2.25,5,5,4.75,5,82.0625,3,4,2,2,3,3.71428571428571,3.57142857142857
"48","22108",7,"high_sss","I am proud to have succeeded and reached the top.  I am proud and grateful for the education I was given at WFU.  Although I do not wish the downfall on others, I am happy that I rose above these students.  I am proud my efforts went above the level of complacency I remember these students having when I went to school with them.  It was a lot of work to reach this point but, I think it was worth the results.",1,3,2,3,5,2,3,3,4,3,4,4,4,3,4,1,3,1,1,1,3,3,5,3,4,3,3,5,2,2,4,5,5,4,4,6,5,4,4,60,60,50,45,50,65,60,45,45,50,25,45,45,60,30,50,2,5,2,4,1,1,4,4,2,4,4,2,4,4,4,2003,"1","39,51",4,3.6,2.1,1,3,3,1,2,2.83333333333333,1.75,4,4,4.5,4.75,49.0625,4,5,5,4,4,4.42857142857143,4
"49","22010",4,"high_sss","If I were on top of the ladder, I’d be sure to climb down from it. I’d make sure people knew I was there, but I wouldn’t rub it in. I’d try to show them we are all equals. Id treat everyone with respect. And it would shock them how I am where they were, and I nicer than they were.",1,2,2,2,1,1,3,3,1,1,2,1,1,1,1,2,3,3,5,1,1,5,4,1,5,4,1,4,5,4,2,4,2,3,5,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,4,1,1,4,4,1,4,4,1,4,4,4,2001,"1","39",4,1.4,2.3,2,5,5,2,4,4.33333333333333,3.75,3,3,3,3.5,NA,5,5,5,5,5,4.28571428571429,4.28571428571429
"50","22187",5,"high_sss","Dear Diary, after attending my 5 year college reunion of my graduation class of 2025 from Wake Forest University, I've learned that I have succeeded many of my peers in career endeavors. I believe that, despite our accomplishments, many of us were put on the campus of Wake to work together in achieving similar goals not only for ourselves, but for our community. The mission we lived by and still stand on today, were and are valuable to our lives and made an impact on how we viewed the world. I believe that we were all selected and agreed to be apart of the Wake Forest Community for a reason, and we all ended up where we were supposed to be. Though we aren't all the wealthiest or most successful, we have impacted each other and left marks that were memorable for us and will be for years to come. Wherever we stand individually geographically, socio-economically, and in many other positions in life, we are where we are supposed to be and I'm confident that we all live content knowing that we not only received quality interdivisional education, but in the meanwhile we were able to create and impact our community and this impact continues to live on through us in our everyday lives.",1,3,3,1,2,1,2,1,3,2,4,3,3,2,2,1,3,2,1,1,3,5,4,4,3,2,3,4,3,3,3,3,3,3,4,5,4,4,3,77,49,93,47,95,80,80,81,70,55,68,69,74,39,25,83,4,4,1,4,1,1,5,5,1,5,5,1,5,3,5,2002,"1","21",3,2.6,1.7,2,2,3,2,3,2.83333333333333,2.75,4,5,3.25,4.5,67.8125,5,5,5,5,5,4.71428571428571,4.71428571428571
"51","22365",4,"high_sss","I went to my college reunion earlier, it is crazy how old I feel right now. Apparently I am one of the more successful people out of my class, that is weird to think about.",1,4,1,1,1,1,4,1,1,4,5,4,1,4,2,1,1,1,1,1,1,2,5,2,3,2,5,4,3,1,5,4,3,4,4,5,5,4,4,5,5,35,0,25,0,30,0,0,0,50,30,20,95,0,30,3,4,1,5,1,1,4,5,1,5,5,4,3,1,2,2003,"1","51",4,3,1,1,4,1,2,1,2.16666666666667,1.75,4,4,3.75,4.5,20.3125,5,5,5,5,2,4.71428571428571,3.28571428571429
"52","22008",5,"high_sss","First off, I would behave humbly at the top of the ladder.  I would not make it known that I am doing the absolute best, but rather focus on reuniting with my friends. I would feel very grateful at this reunion because it would remind me of the buildings blocks that got me to the top of the ladder.",1,4,3,4,2,2,2,4,4,3,5,4,4,2,3,3,4,2,4,3,4,4,2,3,3,2,2,3,3,2,4,4,4,3,7,4,4,3,7,40,10,70,20,50,70,50,50,5,5,20,10,80,80,10,10,1,5,1,4,1,1,3,2,1,5,5,4,4,3,4,2001,"2","13",4,3.3,3.3,4,3,4,3,2,3.33333333333333,2.5,1,1,3,3,36.25,5,5,5,5,2,4.14285714285714,4
"53","22133",8,"high_sss","To be at the top of the ladder would mean that I could act in response to my impulses without worrying as much about the cost (financial, physical, emotional, etc.). I would feel power-hungry, since it would be harder for those on the ladder below me to speak up against me when I make a decision. I wouldn't consider myself a selfish person, but with the benefits that come with being at the top of the ladder, I could think and make decisions based off of my personal interests.",1,5,3,1,4,1,3,1,5,4,5,4,4,3,3,2,2,2,3,3,5,3,4,3,5,3,2,3,3,2,3,5,5,3,6,5,3,3,6,10,50,75,30,5,5,20,30,90,1,40,60,50,30,5,50,3,4,1,3,2,1,4,4,2,4,4,1,5,3,3,2002,"1","51",5,4,2.3,2,3,4,3,3,3.33333333333333,2.75,2,2,3.75,3.25,34.4375,5,4,5,4,5,4.14285714285714,4
"54","22116",10,"high_sss","I would feel very confident in myself and proud at my accomplishments. I would be very proud at myself for all my hard work at Wake Forest and be very thankful to all the people that got me to where I was now. People including my parents, professors, friends, and family. I would want to reach out to my colleagues of my class and continue to expand my network. In all, I would feel overjoyed and extremely happy at where I was in life. However, the day after I might also feel pressure to stay at the top of the ladder. This pressure might cause me stress and anxiety to continue being at the top. All in all, I would feel overjoyed that I’m at the top of the ladder.",1,2,1,1,2,1,3,1,2,3,3,3,3,3,3,1,1,1,1,1,1,3,2,5,3,4,1,4,2,1,3,6,6,5,3,6,6,5,3,65,70,54,93,62,40,55,93,33,50,42,20,80,60,31,66,1,5,1,4,2,1,4,4,2,5,4,3,4,4,4,2002,"1","11",5,2.6,1.1,4,1,5,2,3,3.33333333333333,2,5,5,5.5,5.5,57.125,5,4,5,4,3,4.42857142857143,4
"55","22185",8,"high_sss","I would feel confident in myself and proud of my accomplishments. I would feel excited to share them with my peers from wake.",1,3,2,1,1,1,2,1,2,3,3,2,1,2,2,1,2,2,1,1,1,4,5,3,3,3,2,4,3,2,4,5,5,4,4,5,5,5,4,60,95,100,44,100,100,100,76,34,32,43,22,100,100,7,100,1,3,1,1,1,1,5,5,1,5,5,1,5,4,5,2002,"1","51",5,2,1.4,1,3,4,2,2,3,2.25,4,4,4.5,4.75,69.5625,5,5,5,5,5,4.14285714285714,4.85714285714286
"56","22321",7,"high_sss","I would be someone that people look up to and that they can go to me for help and emotional support if they need to. In addition, I would be a hard working student who has achieved a lot in my educational career both inside and outside the class.",1,3,2,1,4,1,4,1,1,3,2,3,3,3,3,1,2,1,2,2,2,2,4,2,2,2,2,4,2,2,5,5,5,5,3,4,4,4,5,70,90,100,71,55,30,57,49,47,77,67,87,89,88,77,49,1,3,1,3,2,1,3,3,3,2,2,4,3,2,2,2002,"2","51",4,3,1.4,2,4,4,2,1,2.66666666666667,1.75,5,3,5,3.75,68.9375,5,4,5,3,2,3.71428571428571,2.28571428571429
"57","22235",6,"high_sss","If I were at the top of the ladder, I would feel honored that I was able to influence, help, and serve such a big and great community. I wouldn't look down upon the people who would ""be at the bottom of the ladder"", instead I would help them raise up the ladder. Wake Forest is a community that I am glad I am apart of and I am more than happy to mold and help others achieve their dreams as well.",1,1,2,1,2,1,4,1,2,2,2,2,3,4,3,1,2,2,1,1,1,3,3,3,5,2,3,4,3,2,3,4,5,5,2,4,5,4,4,60,32,100,47,83,20,80,18,22,2,1,46,87,85,0,100,2,5,1,5,1,1,4,4,4,4,4,4,4,4,4,2003,"1","51",3,2.4,1.4,3,3,3,2,3,3.16666666666667,2.5,6,4,5,4.25,48.9375,5,5,5,2,2,4.71428571428571,3.42857142857143
"58","22370",7,"high_sss","If I were at the top of the ladder I would feel accomplished and grateful for a college that provided me with skills to obtain the top of the ladder.",1,3,1,1,1,1,3,1,1,2,2,3,3,2,2,1,1,1,1,1,1,4,2,3,2,3,2,4,3,2,4,5,5,5,4,5,5,4,4,41,18,36,42,61,37,47,39,14,10,15,34,41,40,22,19,3,4,1,4,1,1,4,3,2,2,4,2,3,3,3,2002,"1","51",5,2.2,1,4,3,4,2,2,3.33333333333333,2.25,4,4,4.75,4.5,32.25,5,5,5,4,4,4.28571428571429,3.28571428571429
"59","22053",7,"high_sss","at the top of the ladder, I feel confident and grateful for my time at wake forest. It has shaped me to be a well respected alumni who has achieved all goals set in my time at the university.",1,2,3,2,1,1,2,1,2,2,4,3,3,3,2,2,2,2,1,2,3,4,2,2,4,3,2,3,3,2,3,4,4,4,4,5,4,4,4,50,30,70,50,31,30,93,50,27,24,52,37,49,49,50,27,2,4,1,2,2,1,3,4,1,3,3,1,4,4,4,2003,"1","51",5,2.5,1.8,4,4,4,3,3,3.83333333333333,2.75,4,4,4,4.25,44.9375,5,4,5,5,5,3.85714285714286,4
"60","21912",9,"high_sss","Seeing my class again at the 5year reunion was a rewarding experience. I am proud of myself of all my hard work to get where I am, and great-full for how the wake forest and the people there helped me get to where I am. .",1,4,3,4,5,1,2,2,4,5,5,5,4,4,5,3,1,1,4,5,5,2,5,2,4,4,4,4,2,1,2,6,6,7,2,7,6,6,2,20,40,NA,NA,40,NA,40,NA,60,60,60,40,60,100,NA,NA,2,4,1,4,2,2,3,3,2,3,3,2,3,3,3,2003,"1","51",5,4.4,2.8,1,4,2,2,4,2.83333333333333,2.25,6,6,6.25,6.25,52,5,4,4,4,4,3.85714285714286,3.28571428571429
"61","21932",7,"high_sss","If I were at the top of the Wake Forest ladder at my 5-year reunion, I would hope to love and be loved by those around me. I would hope to have a GENUINE and truly good reputation among my classmates in which I feel known and seen and able to do the same for others. I would hope to have a strong degree from my four years at Wake and hopefully be doing something impactful with it.",1,4,3,3,4,1,3,2,3,4,5,5,5,4,2,2,2,2,2,3,4,2,3,4,2,2,3,3,2,2,3,5,4,5,4,5,5,4,4,NA,8,NA,NA,30,NA,64,NA,NA,NA,NA,NA,47,NA,NA,33,2,4,1,4,2,1,5,4,1,5,5,2,5,3,5,2002,"1","51,59",4,4,2.3,3,2,3,3,3,2.33333333333333,2.5,4,4,4.5,4.5,36.4,5,4,5,5,4,4.42857142857143,4.57142857142857
"62","21993",6,"high_sss","Today was my 5 year reunion and I loved getting to catch up with my old classmates. It is so interesting to see what everyone has ended up doing with their lives. I have nothing but respect for my classmates who are following their goals and dreams, whatever that may be. I know some people did not end up as well as me after college, but as long as they are happy that is all that matters.",1,2,2,1,1,1,3,1,1,3,3,3,3,2,4,1,1,1,2,2,4,2,2,4,4,1,4,4,2,1,5,6,4,5,1,6,5,5,2,80,50,75,75,90,80,80,90,90,40,80,85,90,95,70,90,1,4,2,4,1,1,5,3,2,3,3,2,3,3,3,2002,"1","51",5,2.8,1.3,4,2,2,2,1,2.5,1.5,7,6,5.5,5.5,78.75,4,5,5,4,4,4.28571428571429,3.28571428571429
"63","22308",6,"high_sss","I would feel like I live a much better Iife than people from my class. I have chosen a career that suits me the most. I will also feel lucky that I’ve chosen a better path.",1,2,3,4,5,2,NA,1,1,2,2,2,2,1,3,1,2,3,1,2,2,4,3,1,3,4,1,2,3,3,3,4,4,3,5,4,4,4,4,52,73,100,25,87,50,53,79,83,100,100,99,36,19,100,28,3,5,5,5,1,1,5,5,1,5,4,3,5,3,3,2003,"2","11",3,2.33333333333333,2,3,5,5,4,3,4,3.25,3,4,3.5,4,67.75,1,5,5,5,3,4.42857142857143,4
"64","22005",6,"high_sss",NA,1,1,3,1,1,1,3,1,1,3,3,2,1,1,3,1,2,2,1,1,3,4,5,2,5,2,3,3,2,2,5,4,4,3,5,5,3,3,5,0,10,70,50,70,0,NA,60,NA,NA,75,75,30,NA,NA,40,3,5,5,5,1,1,4,3,1,3,3,3,3,2,2,NA,"1","51",5,2.1,1.4,1,4,3,3,1,3.16666666666667,2,3,3,3.5,3.5,43.6363636363636,1,5,5,5,3,4,3
"65","21933",9,"high_sss","If I was at the top of the ladder after a 5-year college reunion I would treat everyone with respect and hold myself to a high standard. I wouldn't think of myself as being above people and I would try to help out those who are in need.",2,4,1,1,1,1,5,1,1,3,4,1,3,4,4,1,1,1,2,1,1,2,5,2,1,2,5,4,3,2,2,6,6,5,2,5,5,5,6,100,33,100,75,100,100,100,100,80,15,15,66,100,100,0,100,2,3,1,2,2,1,3,4,2,2,2,4,3,2,2,2001,"2","51",5,3,1.1,1,4,1,2,4,1.83333333333333,2.75,6,2,5.75,4.25,74,5,4,5,4,2,3.71428571428571,2.42857142857143
"66","21937",9,"high_sss","Dear journal, yesterday I went to my 5-year college reunion and encountered a lot of people who I thought would never see again. It's funny to see how a lot of them succeeded. I'm so happy for them!",1,4,1,1,4,1,4,1,1,4,4,4,4,4,4,1,1,1,4,4,4,4,4,2,3,3,4,4,4,2,3,6,7,7,1,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,4,1,5,2,2,5,5,3,4,3,2,2003,"1","39,51",5,4,1.6,2,4,2,2,3,3,2.75,7,7,6.75,7,0,5,2,5,4,3,3.57142857142857,3.71428571428571
"67","21935",7,"high_sss","I will feel welcomed but kind of stressed.",2,2,2,1,3,1,2,1,2,3,3,3,3,3,3,2,2,2,2,3,3,2,4,3,3,2,3,4,2,1,3,4,3,3,5,5,4,3,5,4,4,19,10,28,18,13,15,0,2,4,15,64,27,14,4,3,3,2,3,3,2,3,3,2,3,3,2,4,2,3,2003,"1","11",4,2.8,1.8,2,3,3,2,3,2.5,2,3,3,3.25,3.75,15.0625,4,3,4,4,4,3.28571428571429,3.28571428571429
"68","22193",8,"high_sss","I am a dentist with a successful practice in Nashville and I am married. I would feel super confident at the reunion and I would not feel discourage or our of place. I would feel proud of my accomplishments and content. I am not super competitive, so I would not care about my place compared to others.",1,1,1,1,1,1,5,1,1,5,5,5,1,5,5,1,1,1,1,1,3,2,4,2,3,1,5,4,3,1,5,7,6,7,1,7,6,7,1,92,60,96,26,100,90,100,31,10,51,60,51,53,0,53,99,1,5,1,5,1,1,5,5,1,5,5,1,5,5,5,2002,"1","51",5,3.6,1,2,4,1,2,1,2.16666666666667,1.75,7,7,6.75,6.75,60.75,5,5,5,5,5,5,5
"69","22385",3,"high_sss","I don't think I would act any different. I don't want to change with success, power, influence, money, etc. I expect myself to act the same way.",1,3,4,1,2,1,2,1,2,3,4,4,2,2,2,1,3,1,3,2,3,1,5,5,5,3,4,3,3,2,4,4,3,3,6,3,3,3,7,75,80,90,50,90,20,75,55,80,68,50,73,100,50,30,100,1,3,1,4,1,1,4,5,2,4,4,1,4,4,4,2003,"2","51",4,2.7,1.9,1,1,2,3,2,2.16666666666667,2.5,2,1,3,2.5,67.875,5,5,5,4,5,4.42857142857143,4.14285714285714
"70","22191",8,"high_sss","After attending my reunion, I feel proud of myself for being looked upon so highly.  I take a great deal of pride in how hard I have worked and my accomplishments, while still being a kind, thoughtful, and positive person.",1,4,2,1,5,1,4,1,2,5,5,5,5,4,5,1,1,1,2,2,3,2,5,5,2,1,4,5,1,1,5,6,5,5,1,6,6,6,1,70,40,61,90,90,71,75,52,NA,21,12,75,55,86,30,91,1,5,1,2,1,1,5,3,2,4,1,2,2,2,4,2001,"1","51",5,4.5,1.4,1,1,2,1,1,1.5,1,7,7,5.75,6.25,61.2666666666667,5,5,5,4,4,4.28571428571429,3
"71","22198",10,"high_sss","I have a wonderful group of friends, I have a good job, I am happy",1,2,1,2,4,1,4,1,1,5,5,5,2,5,5,2,1,2,3,3,5,3,1,4,1,1,3,5,1,1,5,6,3,3,4,4,4,4,4,74,75,100,0,100,100,100,0,0,100,100,100,100,100,100,100,1,5,2,5,1,1,3,5,1,1,3,5,1,1,1,2002,"1","51",5,4.2,1.7,5,2,3,1,1,2.5,1,4,4,4,4,78.0625,4,5,5,5,1,4.57142857142857,1.85714285714286
"72","21998",7,"high_sss","I will feel so confident with everything I do.",1,4,2,1,3,1,4,2,2,5,4,3,4,4,5,1,3,2,3,3,2,2,5,4,2,2,4,5,2,1,5,6,5,5,3,6,6,6,3,63,77,16,13,23,43,21,54,24,62,9,66,50,31,66,40,2,2,4,3,2,1,3,5,1,4,1,3,5,4,4,1997,"2","11",2,3.8,2,1,2,2,1,1,1.83333333333333,1.25,5,5,5.25,5.75,41.125,2,4,5,5,3,3.42857142857143,3.71428571428571
"73","22239",7,"high_sss","I would try and be humble and not act too full of myself while there. I am proud of myself that of all of the huge class of smart intelegent people I was doing the best. My ego would i'm sure be through the roof and I would probably be judgemental of those who were not near as successful as I had been",1,3,3,1,4,1,3,1,1,4,4,4,4,3,3,1,3,3,2,3,3,4,4,3,3,2,3,3,2,1,2,6,5,6,3,7,6,7,3,100,100,100,63,100,100,100,66,88,51,69,89,100,100,50,100,1,4,1,3,1,1,3,4,2,4,4,2,4,4,4,2002,"1","51",5,3.5,1.9,2,3,3,3,4,2.83333333333333,2.5,5,5,5.5,6.25,86,5,5,5,4,4,4.14285714285714,4
"74","22070",7,"high_sss","I feel grateful, as many of my peers should as well. We have made It so far from where we were and I am proud of everyone, and very proud of myself.",1,3,2,1,3,1,3,1,1,3,5,3,2,4,3,1,2,1,1,1,1,4,1,2,4,4,2,5,4,1,5,6,6,5,1,6,6,5,1,20,55,35,NA,80,50,35,NA,NA,5,25,25,50,65,15,70,3,4,1,3,1,1,4,3,2,2,4,3,2,2,3,2003,"1","59",5,3,1.2,5,4,4,1,1,4.16666666666667,1.75,7,7,6,6,40.7692307692308,5,5,5,4,3,4.14285714285714,2.85714285714286
"75","22179",7,"high_sss","If I were at the top of the ladder, I would feel confident and proud of what I have accomplished. I would be in either a masters program or pursuing my dream job. I would be excited and ready to take on the future.",1,3,1,1,3,1,4,1,1,4,5,5,5,5,5,1,2,2,2,1,3,4,1,2,2,3,2,3,1,1,4,6,6,5,2,7,6,5,2,25,87,88,14,94,94,100,15,4,10,37,21,86,94,15,58,2,5,1,5,1,1,5,5,1,4,5,2,4,3,4,2003,"1","51",5,4.2,1.3,5,4,4,3,2,3.66666666666667,1.75,6,6,5.75,6,52.625,5,5,5,5,4,5,4.14285714285714
"76","22242",7,"high_sss","I would feel as though I had succeeded in life, surrounded by other successful people but still being one of the best. I also might feel somewhat superior if I knew that I had done one of the best of my class. I don't think that I would act very different than I had when I first graduated, although interactions with someone at the bottom of the latter might feel more awkward than they had when we graduated.",1,2,1,1,2,1,5,1,2,3,3,4,3,1,2,1,2,1,1,1,1,5,4,4,2,2,2,5,2,2,3,4,3,5,3,6,6,6,3,30,71,72,25,84,83,65,24,14,13,13,7,10,84,15,70,2,4,2,4,3,2,4,4,1,4,3,2,4,2,3,2003,"1","51",4,2.6,1.2,2,2,4,1,3,2.83333333333333,2,5,5,4.25,5.75,42.5,4,3,4,5,4,3.85714285714286,3.57142857142857
"77","22168",7,"high_sss","Everyone came up and talked to me, I expected that because most people know who I am in the class.  I like that everyone knows who I am.  People are nice to me for the most part but also know others have their opinions.  I worked really hard to have this respect from my peers, it's nice to still have it 5 years after graduation.  A lot of people are just as successful as me.",1,1,1,1,1,1,3,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,3,3,5,5,4,4,5,49,38,37,18,53,18,17,16,61,25,24,58,64,61,21,62,2,5,1,3,2,1,5,5,1,5,5,1,5,5,5,2001,"1","51",5,1.8,1.1,5,5,5,5,5,3.16666666666667,3.25,3,3,3.5,4,38.875,5,4,5,5,5,4.57142857142857,5
"78","22384",7,"high_sss","If I were at the top of the ladder, I would feel encouraged and supported by my alma mater. I would feel fulfilled in my experience and proud of the influence I had on my school and college community. I would ultimately feel quite proud of myself.",1,3,2,1,3,2,3,1,1,3,4,5,4,3,2,1,2,2,1,1,1,4,3,2,5,2,2,3,2,2,1,5,5,4,2,5,5,5,2,3,29,2,2,30,13,20,1,12,11,35,7,30,15,3,12,4,5,2,4,1,2,4,5,4,3,5,2,3,3,4,2002,"1","51",5,3.1,1.4,3,4,4,3,5,3.66666666666667,3,6,6,5,5.25,14.0625,4,5,4,2,4,4.42857142857143,3.42857142857143
"79","22123",6,"high_sss","I would feel proud and accomplished, but it wouldn't make me feel any different or superior than the people I was seeing at the reunion. I would also just be excited to see people, and who they've become.",1,2,1,1,2,1,3,1,1,4,4,4,4,3,3,1,1,1,2,3,3,5,2,3,5,3,3,2,3,1,4,5,4,5,2,5,5,5,2,70,100,20,100,100,100,100,100,40,40,100,50,50,100,100,100,2,2,2,4,2,2,4,4,1,2,4,1,4,1,1,2002,"1","51",4,3.2,1.3,4,3,3,4,2,3.83333333333333,2.5,6,6,5,5.25,79.375,4,4,4,5,5,3.71428571428571,3.14285714285714
"80","22190",7,"high_sss","I feel as though I have exceeded the level most post-graduates arrive at and I am lucky to be in such a posititon",1,3,3,1,2,1,2,1,2,2,3,3,3,2,3,1,1,1,1,1,2,4,3,2,3,2,4,4,3,3,3,4,4,4,2,5,4,3,3,19,40,49,16,0,0,34,37,58,5,87,26,52,95,0,24,3,4,1,3,2,1,2,4,3,4,4,4,3,2,5,1999,"2","51",4,2.5,1.3,3,4,2,2,3,3,2.75,6,5,4.5,4.25,33.875,5,4,5,3,2,3.85714285714286,3.28571428571429
"81","22233",7,"high_sss","If I was at the top of this ladder at this time, I would imagine that I had risen quickly through the ranks of a future employer. due to the fast nature of my career, I'm assuming I'd be a leader and an example to follow. Being that this is a personal goal of mine, I'd feel satisfied and eager for more.",1,3,1,1,2,1,2,1,2,2,4,4,4,4,4,1,1,1,2,4,4,4,5,2,4,4,4,5,2,2,4,4,4,4,2,4,4,4,3,15,3,3,28,4,77,77,80,4,6,7,12,11,71,9,9,4,2,2,4,4,2,2,4,4,4,4,3,4,3,2,2000,"2","51",5,3.3,1.5,1,4,2,1,2,3.16666666666667,1.75,6,5,4.5,4.25,26,4,2,4,2,3,3.14285714285714,3.14285714285714
"82","22063",4,"high_sss","If I were to be at the top I would have one of the better paying jobs at the time. Possible in law somewhere in a big city where I have some influence. My classmates may not remember me from school but they will remember me now because of my success after college. It feels good to finally be placed on the map and those who did nothing but party in school be at the bottom.",1,3,1,1,1,1,3,1,1,2,2,2,1,1,2,1,2,1,1,1,1,4,5,5,2,3,2,4,3,3,3,3,3,4,4,4,4,4,4,70,70,35,70,85,50,80,60,45,70,40,35,50,100,40,75,2,3,2,4,1,2,3,3,1,4,4,2,3,3,3,2001,"2","51",4,1.8,1.1,1,1,4,2,3,2.5,2.75,4,4,3.5,4,60.9375,4,5,4,5,4,3.71428571428571,3.71428571428571
"83","22354",7,"high_sss","I think if I were at the top of the ladder I would hold myself with more confidence and be extremely calm and humble because I have nothing to prove to these people. I would also feel a sense of superiority because I would have taken my wake forest education and been able to take it further than other people.",1,1,3,1,3,1,4,1,4,2,4,4,5,3,3,1,2,1,1,1,2,4,2,1,5,2,4,1,3,4,1,5,4,3,2,5,4,3,3,49,18,100,34,99,99,99,49,7,17,6,72,82,97,33,80,1,2,3,5,1,1,4,3,1,3,4,4,5,5,4,2003,"1","59",5,3.1,1.6,4,5,2,5,5,3.66666666666667,4.25,6,5,4.5,4.25,58.8125,3,5,5,5,2,3.85714285714286,4
"84","22120",7,"high_sss","If I were at the top of the ladder I would expect that I got involved in a lot of clubs and community service during my time as an undergraduate student. I would also expect that I made a lot of life long relations and connections which allowed me to thrive academically, eventually leading to a good job. I would also expect that to be on the top I would have a lot of times still connected to the university through multiple facets.",1,3,1,2,4,1,2,1,1,2,3,3,2,3,3,1,2,2,1,2,2,2,2,2,1,1,2,3,2,2,1,4,5,5,3,5,5,3,2,20,81,40,5,91,30,92,50,35,71,5,6,93,10,11,11,2,4,2,4,2,1,4,4,2,2,2,2,2,4,2,2002,"1","51",4,2.7,1.4,4,4,4,3,5,2.66666666666667,3,5,6,4.75,4.75,40.6875,4,4,5,4,4,4.14285714285714,2.85714285714286
